loss,cer
3.654985385983055e-05,0.27560397402995146
3.6545430327256146e-05,0.2755946145962507
3.6501851820541426e-05,0.27551563130650264
3.648279650317835e-05,0.2755424228529356
3.650123634575523e-05,0.27556574636180153
3.646685800653669e-05,0.2755141722487555
3.647289341165966e-05,0.2755286181465023
3.6486501168180235e-05,0.27553780815175005
3.678230694280963e-05,0.2764212435852859
3.65122411345718e-05,0.2763295042050116
3.6456576732822664e-05,0.2762948775418721
3.638688166554279e-05,0.2762666064027737
3.6317079921549784e-05,0.2762803817179694
3.6263386640863506e-05,0.27624277652919166
3.623560205106366e-05,0.2762297418223986
3.630971776642104e-05,0.2762706210404466
3.653829525174391e-05,0.2762814578710804
3.642665511196212e-05,0.2762217303749052
3.642899835852217e-05,0.2761784108260963
3.646928388108886e-05,0.2761691727137849
3.6457618042818705e-05,0.2761659182502197
3.647513190815041e-05,0.2761617081550821
3.6456406622749656e-05,0.2761201517107592
3.633929082791156e-05,0.27605459294787865
3.633775644954691e-05,0.27603831931851125
3.6333013064210323e-05,0.2759623235717416
3.6370918434374e-05,0.2759558674535384
3.639872580227803e-05,0.2759646940879744
3.6346587386999785e-05,0.27597124106270143
3.637695233615375e-05,0.27600777604377624
3.638103588104276e-05,0.275922714597052
3.6387692510167845e-05,0.27586086083332584
3.6386617312532045e-05,0.27584004176168364
3.6428075466547403e-05,0.27584490784784693
3.6415820527321025e-05,0.27585185408967167
3.6430246294416904e-05,0.2758863869363174
3.6459856458489745e-05,0.27589475569849947
3.6478651121523376e-05,0.27586108012778804
3.718216242948363e-05,0.2764523216737192
3.7154036190465315e-05,0.2764317487818767
3.6740935925230136e-05,0.2763985666247679
3.714141249590547e-05,0.27640072885841
3.726495792305734e-05,0.2764386388529673
3.712961838655306e-05,0.2763944122549569
3.705013432822909e-05,0.27634962419404324
3.6926513195124816e-05,0.2763166081980291
3.6908816633536516e-05,0.276312698780101
3.679556764030304e-05,0.27629523906393905
3.674453867890279e-05,0.276297065479013
3.675490904586288e-05,0.2763271563954732
3.672376234838145e-05,0.27634457451233174
3.669950158480778e-05,0.2763283897601048
3.668122660764627e-05,0.2763036637433635
3.665982074893812e-05,0.2762576353807616
3.6672130539744904e-05,0.27623678349133923
3.663967638075382e-05,0.2762179910732345
3.666057520296491e-05,0.2762441101283524
3.6677565950144965e-05,0.27622173471937583
3.666243793165149e-05,0.2762050522425538
3.663740919686295e-05,0.27619332830636295
3.658268791173777e-05,0.27612787918946624
3.660425634844325e-05,0.27613154744727864
3.6589044234836746e-05,0.2761103449149804
3.6583414039744444e-05,0.276085821792193
3.657163547893324e-05,0.27605885268026925
3.658092508913844e-05,0.27605803651824135
3.659621296585352e-05,0.27604623906250575
3.657577179228041e-05,0.2759950812992444
3.558325863188082e-05,0.2763726047512968
3.5974928207689135e-05,0.27634029640574564
3.63621501607276e-05,0.2763222454271771
3.626166432448627e-05,0.276305087544554
3.6114559771040996e-05,0.27628388016773103
3.6213752665990406e-05,0.276272384384449
3.621322401140636e-05,0.27626735663172713
3.6291099912395525e-05,0.27626264274293433
3.630846317931064e-05,0.27626772281450535
3.6294310366513585e-05,0.2762076566396556
3.641907334650868e-05,0.2762502785691762
3.651664574117621e-05,0.276259401934663
3.6637750285914704e-05,0.2762611048552397
3.661332440695056e-05,0.27625580854304027
3.65511801834667e-05,0.2762289209876805
3.65069381476198e-05,0.2762248065166145
3.653464641805557e-05,0.27623454892154675
3.65426559149987e-05,0.2762165788754923
3.6531045430543685e-05,0.27621655651027627
3.65099364686971e-05,0.2761662061206834
3.651289263634842e-05,0.27611904281571953
3.651944956138812e-05,0.2761287105720878
3.6508060229610263e-05,0.2761122549834384
3.6473247430485024e-05,0.27609504744477487
3.6516100488357375e-05,0.2761177424844025
3.651151602079122e-05,0.2760995218705788
3.6504164979262587e-05,0.27610489127845544
3.6521909836812924e-05,0.2761079045327027
3.654309973331234e-05,0.27610611249214767
3.653887067547973e-05,0.276091136889569
3.65329848000359e-05,0.27643217809969606
3.6306607799931656e-05,0.27641441697543895
3.661181862853433e-05,0.27639684511276197
3.6468944712839855e-05,0.27637480693043714
3.630150169976958e-05,0.2763596080687683
3.638620470690554e-05,0.2763528628671964
3.65142705645192e-05,0.27634420307341134
3.673405637833785e-05,0.2763511680261719
3.663584947914494e-05,0.27633274109110495
3.664886526212207e-05,0.2763240950082407
3.660816771788161e-05,0.2762918167262994
3.659515451740757e-05,0.27625858127847497
3.661091905496911e-05,0.2762365612337687
3.664273744398061e-05,0.2762293766003501
3.6656661191193027e-05,0.2762226742518528
3.664040456425815e-05,0.2762174944834001
3.65982370161504e-05,0.27617092719507874
3.6559988801255746e-05,0.2761604321134702
3.657600387679673e-05,0.2761731329011573
3.65587607479167e-05,0.27616490694425444
3.657326818210797e-05,0.2761666587716509
3.654759874519059e-05,0.2761650459289699
3.6559186137108256e-05,0.2761540826536516
3.6542779775860666e-05,0.2761374721493537
3.654242379450469e-05,0.27613926786014775
3.6558603019351546e-05,0.2761451158112925
3.654828305067751e-05,0.27614098701436834
3.6532995248369424e-05,0.27613519062832803
3.651883792099395e-05,0.2761241968497388
3.651680855913995e-05,0.2761297224638734
3.69794812636461e-05,0.27641863395658484
3.644458371383276e-05,0.2764065235499627
3.634061328725827e-05,0.27641158145830697
3.63007520989171e-05,0.27640443114176416
3.6418009073736265e-05,0.276396628239255
3.6358213939716935e-05,0.27638644863588935
3.640524351615426e-05,0.27638324487829163
3.6390870098862706e-05,0.2763884309257296
3.627099334549877e-05,0.27635600516297726
3.6172467275176653e-05,0.2763229192038125
3.627144745764751e-05,0.27631655928667814
3.6343444346855054e-05,0.27630071949025464
3.645341508457132e-05,0.27628120382220933
